object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Plaques,Probability of not plaques,Center of the object_0,Center of the object_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Size in pixels
0,0,1,0,Plaques,1.0,0.0,1216.0,81.0,1215.0,80.0,1218.0,83.0,7.0
1,0,2,0,Plaques,1.0,0.0,254.0,593.3077,253.0,591.0,256.0,596.0,13.0
2,0,3,0,Plaques,1.0,0.0,1535.3334,725.6667,1535.0,725.0,1537.0,727.0,3.0
3,0,4,0,Plaques,1.0,0.0,1840.6666,970.6667,1840.0,970.0,1842.0,972.0,3.0
4,0,5,0,Plaques,1.0,0.0,1849.3334,970.6667,1849.0,970.0,1851.0,972.0,3.0
5,0,6,0,Plaques,1.0,0.0,1906.2084,1067.7333,1879.0,1065.0,1930.0,1073.0,120.0
6,0,7,0,Plaques,1.0,0.0,1903.9275,1085.7723,1811.0,1067.0,1968.0,1112.0,1006.0
7,0,8,0,Plaques,1.0,0.0,1933.0,1068.0,1932.0,1068.0,1935.0,1069.0,3.0
8,0,9,0,Plaques,1.0,0.0,1786.8292,1074.6342,1781.0,1071.0,1793.0,1079.0,41.0
9,0,10,0,Plaques,1.0,0.0,1874.1,1072.8,1872.0,1072.0,1878.0,1075.0,10.0
10,0,11,0,Plaques,1.0,0.0,1974.0,1073.0,1973.0,1072.0,1976.0,1075.0,9.0
11,0,12,0,Plaques,1.0,0.0,1865.1818,1074.5454,1862.0,1074.0,1869.0,1076.0,11.0
12,0,13,0,Plaques,1.0,0.0,1721.8087,1085.5444,1680.0,1076.0,1779.0,1102.0,439.0
13,0,14,0,Plaques,1.0,0.0,1798.8235,1077.2354,1797.0,1076.0,1802.0,1080.0,17.0
14,0,15,0,Plaques,1.0,0.0,1856.6666,1076.6666,1856.0,1076.0,1858.0,1078.0,3.0
15,0,16,0,Plaques,1.0,0.0,1803.6,1078.8,1803.0,1078.0,1805.0,1081.0,5.0
16,0,17,0,Plaques,1.0,0.0,1969.7142,1080.0,1969.0,1079.0,1972.0,1082.0,7.0
17,0,18,0,Plaques,1.0,0.0,1633.1527,1099.9507,1589.0,1083.0,1678.0,1117.0,406.0
