object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Plaques,Probability of not plaques,Center of the object_0,Center of the object_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Size in pixels
0,0,1,0,Plaques,1.0,0.0,196.16667,501.83334,195.0,501.0,198.0,504.0,6.0
1,0,2,0,Plaques,1.0,0.0,825.6667,883.6667,825.0,883.0,827.0,885.0,3.0
2,0,3,0,Plaques,1.0,0.0,880.3333,910.3333,880.0,910.0,882.0,912.0,3.0
3,0,4,0,Plaques,1.0,0.0,252.33333,997.6667,252.0,997.0,254.0,999.0,3.0
4,0,5,0,Plaques,1.0,0.0,263.9091,1007.36365,263.0,1006.0,266.0,1010.0,11.0
5,0,6,0,Plaques,1.0,0.0,339.0909,1042.909,337.0,1041.0,342.0,1046.0,22.0
6,0,7,0,Plaques,1.0,0.0,409.0,1078.0,408.0,1076.0,411.0,1081.0,11.0
7,0,8,0,Plaques,1.0,0.0,1025.6666,1273.3334,1025.0,1273.0,1027.0,1275.0,3.0
8,0,9,0,Plaques,1.0,0.0,633.125,1415.125,632.0,1414.0,635.0,1417.0,8.0
9,0,10,0,Plaques,1.0,0.0,1034.75,1489.75,1032.0,1489.0,1038.0,1492.0,8.0
