object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Plaques,Probability of not plaques,Center of the object_0,Center of the object_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Size in pixels
0,0,1,0,Plaques,1.0,0.0,752.875,206.125,752.0,205.0,755.0,208.0,8.0
1,0,2,0,Plaques,1.0,0.0,837.5,243.5,837.0,243.0,839.0,245.0,4.0
2,0,3,0,Plaques,1.0,0.0,865.6,353.4,864.0,352.0,868.0,356.0,15.0
3,0,4,0,Plaques,1.0,0.0,183.5,384.5,183.0,384.0,185.0,386.0,4.0
4,0,5,0,Plaques,1.0,0.0,645.3333,448.1111,644.0,447.0,648.0,450.0,9.0
5,0,6,0,Plaques,1.0,0.0,186.5,473.5,186.0,473.0,188.0,475.0,4.0
6,0,7,0,Plaques,1.0,0.0,338.66666,483.33334,338.0,483.0,340.0,485.0,3.0
7,0,8,0,Plaques,1.0,0.0,313.5,497.5,313.0,497.0,315.0,499.0,4.0
8,0,9,0,Plaques,1.0,0.0,427.83334,623.8333,427.0,623.0,430.0,626.0,6.0
9,0,10,0,Plaques,1.0,0.0,979.0,648.5,978.0,647.0,981.0,651.0,8.0
10,0,11,0,Plaques,1.0,0.0,303.66666,731.3333,303.0,731.0,305.0,733.0,3.0
11,0,12,0,Plaques,1.0,0.0,270.4,764.8,270.0,764.0,272.0,767.0,5.0
12,0,13,0,Plaques,1.0,0.0,260.2,776.4,259.0,776.0,262.0,778.0,5.0
13,0,14,0,Plaques,1.0,0.0,295.66666,798.3333,295.0,798.0,297.0,800.0,3.0
14,0,15,0,Plaques,1.0,0.0,211.36363,948.5455,208.0,947.0,216.0,951.0,22.0
15,0,16,0,Plaques,1.0,0.0,298.3846,1238.9231,297.0,1237.0,301.0,1242.0,13.0
16,0,17,0,Plaques,1.0,0.0,1115.6666,1333.6666,1115.0,1333.0,1117.0,1335.0,3.0
