object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Plaques,Probability of not plaques,Center of the object_0,Center of the object_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Size in pixels
0,0,1,0,Plaques,1.0,0.0,1163.2667,87.46667,1160.0,87.0,1168.0,89.0,15.0
1,0,2,0,Plaques,1.0,0.0,1149.125,92.125,1148.0,91.0,1151.0,94.0,8.0
2,0,3,0,Plaques,1.0,0.0,984.75,169.08333,982.0,168.0,988.0,172.0,12.0
3,0,4,0,Plaques,1.0,0.0,1413.8,174.6,1413.0,174.0,1416.0,176.0,5.0
4,0,5,0,Plaques,1.0,0.0,1257.2,177.4,1256.0,177.0,1259.0,179.0,5.0
5,0,6,0,Plaques,1.0,0.0,957.3333,180.33333,957.0,180.0,959.0,182.0,3.0
6,0,7,0,Plaques,1.0,0.0,672.0,198.0,671.0,197.0,674.0,200.0,5.0
7,0,8,0,Plaques,1.0,0.0,1446.5,199.5,1446.0,199.0,1448.0,201.0,4.0
8,0,9,0,Plaques,1.0,0.0,1451.3334,201.66667,1451.0,201.0,1453.0,203.0,3.0
9,0,10,0,Plaques,1.0,0.0,1028.7142,216.42857,1026.0,215.0,1033.0,219.0,14.0
10,0,11,0,Plaques,1.0,0.0,1027.6666,223.33333,1027.0,223.0,1029.0,225.0,3.0
11,0,12,0,Plaques,1.0,0.0,523.6667,234.88889,522.0,234.0,526.0,237.0,9.0
12,0,13,0,Plaques,1.0,0.0,905.6,236.2,905.0,235.0,907.0,238.0,5.0
13,0,14,0,Plaques,1.0,0.0,1514.6666,240.33333,1514.0,240.0,1516.0,242.0,3.0
14,0,15,0,Plaques,1.0,0.0,1533.8,255.6,1533.0,255.0,1536.0,257.0,5.0
15,0,16,0,Plaques,1.0,0.0,751.6667,289.66666,751.0,289.0,753.0,291.0,3.0
16,0,17,0,Plaques,1.0,0.0,854.5,296.5,854.0,296.0,856.0,298.0,4.0
17,0,18,0,Plaques,1.0,0.0,839.3333,314.33334,839.0,314.0,841.0,316.0,3.0
18,0,19,0,Plaques,1.0,0.0,860.5,361.5,860.0,361.0,862.0,363.0,4.0
19,0,20,0,Plaques,1.0,0.0,1260.6666,374.66666,1260.0,374.0,1262.0,376.0,3.0
20,0,21,0,Plaques,1.0,0.0,842.2727,378.72726,841.0,377.0,845.0,381.0,11.0
21,0,22,0,Plaques,1.0,0.0,855.8,387.4,855.0,387.0,858.0,389.0,5.0
22,0,23,0,Plaques,1.0,0.0,873.3333,387.66666,873.0,387.0,875.0,389.0,3.0
23,0,24,0,Plaques,1.0,0.0,892.2,390.6,891.0,390.0,894.0,392.0,5.0
24,0,25,0,Plaques,1.0,0.0,888.5,399.5,888.0,399.0,890.0,401.0,4.0
25,0,26,0,Plaques,1.0,0.0,874.5,400.5,874.0,400.0,876.0,402.0,4.0
26,0,27,0,Plaques,1.0,0.0,870.6667,405.66666,870.0,405.0,872.0,407.0,3.0
27,0,28,0,Plaques,1.0,0.0,905.2,415.4,904.0,415.0,907.0,417.0,5.0
28,0,29,0,Plaques,1.0,0.0,891.3333,418.33334,891.0,418.0,893.0,420.0,3.0
29,0,30,0,Plaques,1.0,0.0,264.16666,420.83334,263.0,420.0,266.0,423.0,6.0
30,0,31,0,Plaques,1.0,0.0,259.0,424.7143,258.0,424.0,261.0,427.0,7.0
31,0,32,0,Plaques,1.0,0.0,250.66667,428.33334,250.0,428.0,252.0,430.0,3.0
32,0,33,0,Plaques,1.0,0.0,239.36363,444.9091,238.0,444.0,242.0,447.0,11.0
33,0,34,0,Plaques,1.0,0.0,230.0,450.5,228.0,449.0,233.0,453.0,14.0
34,0,35,0,Plaques,1.0,0.0,873.6667,462.66666,873.0,462.0,875.0,464.0,3.0
35,0,36,0,Plaques,1.0,0.0,872.875,473.125,872.0,472.0,875.0,475.0,8.0
36,0,37,0,Plaques,1.0,0.0,873.0,480.5,871.0,480.0,876.0,482.0,10.0
37,0,38,0,Plaques,1.0,0.0,883.5,490.5,883.0,490.0,885.0,492.0,4.0
38,0,39,0,Plaques,1.0,0.0,889.6,493.8,889.0,493.0,891.0,496.0,5.0
39,0,40,0,Plaques,1.0,0.0,878.6667,504.5,878.0,503.0,880.0,507.0,6.0
40,0,41,0,Plaques,1.0,0.0,879.4,509.2,879.0,508.0,881.0,511.0,5.0
41,0,42,0,Plaques,1.0,0.0,620.0,510.5,619.0,510.0,622.0,512.0,6.0
