object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Plaques,Probability of not plaques,Center of the object_0,Center of the object_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Size in pixels
0,0,1,0,Plaques,1.0,0.0,1497.7273,629.4545,1495.0,629.0,1501.0,631.0,11.0
1,0,2,0,Plaques,1.0,0.0,1503.8,631.2,1502.0,631.0,1506.0,633.0,5.0
2,0,3,0,Plaques,1.0,0.0,604.1667,734.0,603.0,733.0,606.0,736.0,6.0
3,0,4,0,Plaques,1.0,0.0,609.2857,737.1429,608.0,736.0,612.0,739.0,7.0
4,0,5,0,Plaques,1.0,0.0,618.0,739.5,617.0,739.0,620.0,741.0,6.0
5,0,6,0,Plaques,1.0,0.0,623.0,742.0,622.0,742.0,625.0,743.0,3.0
6,0,7,0,Plaques,1.0,0.0,592.2,749.4,591.0,749.0,594.0,751.0,5.0
7,0,8,0,Plaques,1.0,0.0,607.6,751.9,605.0,751.0,610.0,754.0,10.0
8,0,9,0,Plaques,1.0,0.0,599.0,754.0,597.0,753.0,602.0,756.0,15.0
9,0,10,0,Plaques,1.0,0.0,617.7778,757.44446,616.0,756.0,621.0,760.0,9.0
10,0,11,0,Plaques,1.0,0.0,609.0,759.1667,608.0,758.0,611.0,761.0,6.0
11,0,12,0,Plaques,1.0,0.0,594.9091,763.36365,594.0,762.0,597.0,766.0,11.0
12,0,13,0,Plaques,1.0,0.0,603.8461,763.0769,602.0,762.0,607.0,766.0,13.0
13,0,14,0,Plaques,1.0,0.0,623.5,763.5,622.0,763.0,626.0,765.0,6.0
14,0,15,0,Plaques,1.0,0.0,621.5,768.5,621.0,768.0,623.0,770.0,4.0
15,0,16,0,Plaques,1.0,0.0,601.0,773.25,600.0,772.0,603.0,776.0,8.0
16,0,17,0,Plaques,1.0,0.0,592.9091,775.36365,592.0,774.0,595.0,778.0,11.0
17,0,18,0,Plaques,1.0,0.0,599.6667,777.6667,599.0,777.0,601.0,779.0,3.0
18,0,19,0,Plaques,1.0,0.0,1438.5,891.5,1438.0,891.0,1440.0,893.0,4.0
19,0,20,0,Plaques,1.0,0.0,1439.5,896.5,1438.0,895.0,1442.0,899.0,12.0
20,0,21,0,Plaques,1.0,0.0,1073.5,896.5,1073.0,896.0,1075.0,898.0,4.0
21,0,22,0,Plaques,1.0,0.0,1073.25,903.0,1073.0,902.0,1075.0,905.0,4.0
22,0,23,0,Plaques,1.0,0.0,164.18182,957.1818,163.0,956.0,167.0,960.0,11.0
23,0,24,0,Plaques,1.0,0.0,479.5,972.5,479.0,972.0,481.0,974.0,4.0
