object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Plaques,Probability of not plaques,Center of the object_0,Center of the object_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Size in pixels
0,0,1,0,Plaques,1.0,0.0,1173.8462,15.769231,1173.0,14.0,1176.0,19.0,13.0
1,0,2,0,Plaques,1.0,0.0,1193.8284,23.164179,1177.0,17.0,1214.0,30.0,134.0
2,0,3,0,Plaques,1.0,0.0,1166.1875,19.9375,1164.0,18.0,1169.0,23.0,16.0
3,0,4,0,Plaques,1.0,0.0,1220.8889,27.11111,1219.0,26.0,1223.0,29.0,9.0
4,0,5,0,Plaques,1.0,0.0,527.7143,44.0,527.0,43.0,530.0,46.0,7.0
5,0,6,0,Plaques,1.0,0.0,1164.5,220.5,1164.0,220.0,1166.0,222.0,4.0
6,0,7,0,Plaques,1.0,0.0,1162.8334,229.83333,1162.0,229.0,1165.0,232.0,6.0
7,0,8,0,Plaques,1.0,0.0,1639.5,297.5,1639.0,297.0,1641.0,299.0,4.0
8,0,9,0,Plaques,1.0,0.0,1682.6338,301.88733,1667.0,298.0,1701.0,306.0,71.0
9,0,10,0,Plaques,1.0,0.0,1707.1,306.0,1704.0,305.0,1712.0,308.0,10.0
10,0,11,0,Plaques,1.0,0.0,1715.2,306.4,1714.0,306.0,1717.0,308.0,5.0
11,0,12,0,Plaques,1.0,0.0,154.5,668.5,154.0,668.0,156.0,670.0,4.0
12,0,13,0,Plaques,1.0,0.0,178.66667,1045.6666,178.0,1045.0,180.0,1047.0,3.0
13,0,14,0,Plaques,1.0,0.0,208.0,1059.0,208.0,1058.0,209.0,1061.0,3.0
14,0,15,0,Plaques,1.0,0.0,209.71428,1068.5714,208.0,1068.0,212.0,1070.0,7.0
15,0,16,0,Plaques,1.0,0.0,205.6,1097.8,205.0,1097.0,207.0,1100.0,5.0
