object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Plaques,Probability of not plaques,Center of the object_0,Center of the object_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Size in pixels
0,0,1,0,Plaques,1.0,0.0,571.5,164.5,571.0,164.0,573.0,166.0,4.0
1,0,2,0,Plaques,1.0,0.0,1367.0,174.5,1366.0,174.0,1369.0,176.0,4.0
2,0,3,0,Plaques,1.0,0.0,1375.4,216.7,1375.0,213.0,1377.0,221.0,10.0
3,0,4,0,Plaques,1.0,0.0,1372.0,249.5,1372.0,248.0,1373.0,252.0,4.0
4,0,5,0,Plaques,1.0,0.0,1378.6068,262.5812,1368.0,253.0,1392.0,274.0,117.0
5,0,6,0,Plaques,1.0,0.0,1370.9,257.7,1370.0,256.0,1373.0,261.0,10.0
6,0,7,0,Plaques,1.0,0.0,1381.1538,307.07693,1380.0,303.0,1383.0,313.0,13.0
7,0,8,0,Plaques,1.0,0.0,1386.2,317.3,1385.0,316.0,1388.0,320.0,10.0
8,0,9,0,Plaques,1.0,0.0,1386.9166,323.08334,1386.0,321.0,1389.0,326.0,12.0
9,0,10,0,Plaques,1.0,0.0,1390.6,327.8,1390.0,327.0,1392.0,330.0,5.0
10,0,11,0,Plaques,1.0,0.0,622.6667,333.33334,622.0,333.0,624.0,335.0,3.0
11,0,12,0,Plaques,1.0,0.0,1207.6666,695.3333,1207.0,695.0,1209.0,697.0,3.0
12,0,13,0,Plaques,1.0,0.0,110.0,701.0,109.0,700.0,112.0,703.0,7.0
13,0,14,0,Plaques,1.0,0.0,108.69231,712.38464,107.0,709.0,112.0,717.0,26.0
14,0,15,0,Plaques,1.0,0.0,1005.5,754.5,1005.0,754.0,1007.0,756.0,4.0
15,0,16,0,Plaques,1.0,0.0,1002.1818,768.9091,1001.0,767.0,1004.0,772.0,11.0
16,0,17,0,Plaques,1.0,0.0,1094.591,783.5909,1090.0,778.0,1100.0,791.0,88.0
17,0,18,0,Plaques,1.0,0.0,123.666664,860.6667,123.0,860.0,125.0,862.0,3.0
18,0,19,0,Plaques,1.0,0.0,1230.6666,983.6667,1230.0,983.0,1232.0,985.0,3.0
19,0,20,0,Plaques,1.0,0.0,634.2,1145.6,633.0,1145.0,636.0,1147.0,5.0
20,0,21,0,Plaques,1.0,0.0,625.75,1150.5,624.0,1149.0,629.0,1153.0,12.0
21,0,22,0,Plaques,1.0,0.0,629.8,1159.4,629.0,1159.0,632.0,1161.0,5.0
22,0,23,0,Plaques,1.0,0.0,655.5,1183.5,655.0,1183.0,657.0,1185.0,4.0
23,0,24,0,Plaques,1.0,0.0,1118.0588,1568.2354,1116.0,1567.0,1121.0,1571.0,17.0
24,0,25,0,Plaques,1.0,0.0,1216.7142,1699.2858,1214.0,1699.0,1220.0,1701.0,7.0
25,0,26,0,Plaques,1.0,0.0,1221.8889,1703.1111,1220.0,1701.0,1224.0,1707.0,9.0
