object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Plaques,Probability of not plaques,Center of the object_0,Center of the object_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Size in pixels
0,0,1,0,Plaques,1.0,0.0,1848.0,142.0,1847.0,142.0,1850.0,143.0,3.0
1,0,2,0,Plaques,1.0,0.0,1925.5,155.5,1925.0,155.0,1927.0,157.0,4.0
2,0,3,0,Plaques,1.0,0.0,1906.6,274.2,1906.0,273.0,1908.0,276.0,5.0
3,0,4,0,Plaques,1.0,0.0,1958.0,275.0,1957.0,274.0,1960.0,277.0,5.0
4,0,5,0,Plaques,1.0,0.0,2101.6667,276.66666,2101.0,276.0,2103.0,278.0,3.0
5,0,6,0,Plaques,1.0,0.0,1890.6666,300.66666,1890.0,300.0,1892.0,302.0,3.0
6,0,7,0,Plaques,1.0,0.0,1832.5,381.5,1832.0,381.0,1834.0,383.0,4.0
7,0,8,0,Plaques,1.0,0.0,1851.875,385.125,1851.0,384.0,1854.0,387.0,8.0
8,0,9,0,Plaques,1.0,0.0,407.5,420.5,407.0,420.0,409.0,422.0,4.0
9,0,10,0,Plaques,1.0,0.0,209.33333,566.3333,209.0,566.0,211.0,568.0,3.0
10,0,11,0,Plaques,1.0,0.0,732.09357,780.6059,717.0,768.0,755.0,797.0,203.0
11,0,12,0,Plaques,1.0,0.0,677.6667,848.6667,677.0,848.0,679.0,850.0,3.0
12,0,13,0,Plaques,1.0,0.0,334.9091,878.0,333.0,876.0,339.0,880.0,11.0
13,0,14,0,Plaques,1.0,0.0,596.2632,926.7895,595.0,923.0,599.0,931.0,19.0
14,0,15,0,Plaques,1.0,0.0,2121.0,961.5,2120.0,961.0,2123.0,963.0,6.0
15,0,16,0,Plaques,1.0,0.0,127.0,1002.0,126.0,1001.0,129.0,1004.0,7.0
16,0,17,0,Plaques,1.0,0.0,1215.8334,1036.1666,1215.0,1035.0,1218.0,1038.0,6.0
17,0,18,0,Plaques,1.0,0.0,834.4545,1044.3636,833.0,1043.0,837.0,1047.0,11.0
18,0,19,0,Plaques,1.0,0.0,71.666664,1153.3334,71.0,1153.0,73.0,1155.0,3.0
19,0,20,0,Plaques,1.0,0.0,351.83334,1196.8334,351.0,1196.0,354.0,1199.0,6.0
20,0,21,0,Plaques,1.0,0.0,452.0,1248.0,451.0,1247.0,454.0,1250.0,5.0
21,0,22,0,Plaques,1.0,0.0,326.9,1254.1,325.0,1252.0,330.0,1257.0,20.0
22,0,23,0,Plaques,1.0,0.0,1978.8,1319.6,1978.0,1319.0,1981.0,1321.0,5.0
23,0,24,0,Plaques,1.0,0.0,92.0,1350.2858,91.0,1349.0,94.0,1352.0,7.0
24,0,25,0,Plaques,1.0,0.0,151.6,1356.2,151.0,1355.0,153.0,1358.0,5.0
25,0,26,0,Plaques,1.0,0.0,1369.1818,1373.5454,1368.0,1372.0,1372.0,1376.0,11.0
26,0,27,0,Plaques,1.0,0.0,369.2,1380.0,368.0,1379.0,372.0,1382.0,10.0
27,0,28,0,Plaques,1.0,0.0,1733.5,1459.5,1733.0,1459.0,1735.0,1461.0,4.0
28,0,29,0,Plaques,1.0,0.0,1163.5,1483.5,1163.0,1483.0,1165.0,1485.0,4.0
29,0,30,0,Plaques,1.0,0.0,810.8889,1486.1111,809.0,1485.0,813.0,1488.0,9.0
30,0,31,0,Plaques,1.0,0.0,806.0,1486.0,805.0,1486.0,808.0,1487.0,3.0
31,0,32,0,Plaques,1.0,0.0,1374.3334,1493.6666,1374.0,1493.0,1376.0,1495.0,3.0
32,0,33,0,Plaques,1.0,0.0,722.0,1554.5,721.0,1554.0,724.0,1556.0,6.0
33,0,34,0,Plaques,1.0,0.0,774.3333,1581.2222,773.0,1580.0,777.0,1583.0,9.0
34,0,35,0,Plaques,1.0,0.0,778.6667,1585.1428,777.0,1583.0,782.0,1588.0,21.0
35,0,36,0,Plaques,1.0,0.0,2520.6,1832.8,2520.0,1832.0,2522.0,1835.0,5.0
36,0,37,0,Plaques,1.0,0.0,2533.4285,1833.2858,2533.0,1832.0,2535.0,1836.0,7.0
37,0,38,0,Plaques,1.0,0.0,2503.7144,1834.0,2503.0,1833.0,2506.0,1836.0,7.0
38,0,39,0,Plaques,1.0,0.0,2549.7144,1834.0,2549.0,1833.0,2552.0,1836.0,7.0
39,0,40,0,Plaques,1.0,0.0,840.1667,1841.8334,839.0,1841.0,842.0,1844.0,6.0
