object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Plaques,Probability of not plaques,Center of the object_0,Center of the object_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Size in pixels
0,0,1,0,Plaques,1.0,0.0,707.0,104.5,705.0,103.0,710.0,107.0,8.0
1,0,2,0,Plaques,1.0,0.0,1164.3334,113.333336,1164.0,113.0,1166.0,115.0,3.0
2,0,3,0,Plaques,1.0,0.0,767.4,252.8,767.0,252.0,769.0,255.0,5.0
3,0,4,0,Plaques,1.0,0.0,928.3333,252.66667,928.0,252.0,930.0,254.0,3.0
4,0,5,0,Plaques,1.0,0.0,1271.5,384.5,1271.0,384.0,1273.0,386.0,4.0
5,0,6,0,Plaques,1.0,0.0,863.75,413.0,863.0,412.0,865.0,415.0,4.0
6,0,7,0,Plaques,1.0,0.0,1571.5,425.5,1571.0,425.0,1573.0,427.0,4.0
7,0,8,0,Plaques,1.0,0.0,806.6667,464.66666,806.0,464.0,808.0,466.0,3.0
8,0,9,0,Plaques,1.0,0.0,284.5,500.5,284.0,500.0,286.0,502.0,4.0
9,0,10,0,Plaques,1.0,0.0,916.5,558.5,916.0,558.0,918.0,560.0,4.0
10,0,11,0,Plaques,1.0,0.0,1335.8334,607.8333,1335.0,607.0,1338.0,610.0,6.0
11,0,12,0,Plaques,1.0,0.0,1455.5,612.0,1455.0,611.0,1457.0,614.0,6.0
12,0,13,0,Plaques,1.0,0.0,607.8,645.4,607.0,645.0,610.0,647.0,5.0
13,0,14,0,Plaques,1.0,0.0,1247.5,666.5,1247.0,666.0,1249.0,668.0,4.0
14,0,15,0,Plaques,1.0,0.0,1251.5,679.0,1251.0,678.0,1253.0,681.0,6.0
15,0,16,0,Plaques,1.0,0.0,705.75,682.0,705.0,681.0,707.0,684.0,4.0
16,0,17,0,Plaques,1.0,0.0,1233.3334,696.6667,1233.0,696.0,1235.0,698.0,3.0
17,0,18,0,Plaques,1.0,0.0,1251.5,706.0,1250.0,705.0,1254.0,708.0,8.0
18,0,19,0,Plaques,1.0,0.0,1048.875,709.125,1048.0,708.0,1051.0,711.0,8.0
19,0,20,0,Plaques,1.0,0.0,992.5,728.5,992.0,728.0,994.0,730.0,4.0
20,0,21,0,Plaques,1.0,0.0,1125.6,738.2,1125.0,737.0,1127.0,740.0,5.0
21,0,22,0,Plaques,1.0,0.0,1182.3636,746.63635,1181.0,745.0,1185.0,749.0,11.0
22,0,23,0,Plaques,1.0,0.0,1121.875,747.875,1121.0,747.0,1124.0,750.0,8.0
23,0,24,0,Plaques,1.0,0.0,128.33333,751.3333,128.0,751.0,130.0,753.0,3.0
24,0,25,0,Plaques,1.0,0.0,1121.0,754.2,1120.0,753.0,1123.0,757.0,10.0
25,0,26,0,Plaques,1.0,0.0,639.05884,767.58826,637.0,766.0,642.0,770.0,17.0
26,0,27,0,Plaques,1.0,0.0,1000.0,784.5,999.0,784.0,1002.0,786.0,6.0
27,0,28,0,Plaques,1.0,0.0,1123.6666,817.6667,1123.0,817.0,1125.0,819.0,3.0
28,0,29,0,Plaques,1.0,0.0,1330.1818,821.8182,1329.0,820.0,1333.0,824.0,11.0
29,0,30,0,Plaques,1.0,0.0,1489.0358,842.1786,1486.0,840.0,1495.0,845.0,28.0
30,0,31,0,Plaques,1.0,0.0,396.5,844.5,395.0,843.0,399.0,847.0,12.0
31,0,32,0,Plaques,1.0,0.0,1047.125,867.875,1046.0,867.0,1049.0,870.0,8.0
32,0,33,0,Plaques,1.0,0.0,1047.5,872.5,1047.0,872.0,1049.0,874.0,4.0
33,0,34,0,Plaques,1.0,0.0,592.7143,882.0,592.0,881.0,595.0,884.0,7.0
34,0,35,0,Plaques,1.0,0.0,199.8,915.4,199.0,915.0,202.0,917.0,5.0
35,0,36,0,Plaques,1.0,0.0,924.3333,920.6667,922.0,918.0,927.0,924.0,21.0
36,0,37,0,Plaques,1.0,0.0,1005.6667,918.3333,1005.0,918.0,1007.0,920.0,3.0
37,0,38,0,Plaques,1.0,0.0,214.5,924.5,214.0,924.0,216.0,926.0,4.0
38,0,39,0,Plaques,1.0,0.0,297.0,933.2857,296.0,932.0,299.0,935.0,7.0
39,0,40,0,Plaques,1.0,0.0,920.0,933.2857,919.0,932.0,922.0,935.0,7.0
40,0,41,0,Plaques,1.0,0.0,278.5,934.5,278.0,934.0,280.0,936.0,4.0
41,0,42,0,Plaques,1.0,0.0,321.33334,934.3333,321.0,934.0,323.0,936.0,3.0
