object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Plaques,Probability of not plaques,Center of the object_0,Center of the object_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Size in pixels
0,0,1,0,Plaques,1.0,0.0,414.2,50.4,413.0,50.0,416.0,52.0,5.0
1,0,2,0,Plaques,1.0,0.0,416.5,53.5,416.0,53.0,418.0,55.0,4.0
2,0,3,0,Plaques,1.0,0.0,446.36365,70.90909,445.0,70.0,449.0,73.0,11.0
3,0,4,0,Plaques,1.0,0.0,434.63635,72.09091,433.0,71.0,437.0,74.0,11.0
4,0,5,0,Plaques,1.0,0.0,511.36365,91.545456,510.0,90.0,514.0,94.0,11.0
5,0,6,0,Plaques,1.0,0.0,515.7273,95.90909,514.0,94.0,518.0,99.0,11.0
6,0,7,0,Plaques,1.0,0.0,522.5,100.5,522.0,100.0,524.0,102.0,4.0
7,0,8,0,Plaques,1.0,0.0,535.4881,109.63095,525.0,103.0,549.0,120.0,84.0
8,0,9,0,Plaques,1.0,0.0,500.88782,111.004875,487.0,105.0,519.0,120.0,205.0
9,0,10,0,Plaques,1.0,0.0,497.0,122.0,497.0,121.0,498.0,124.0,3.0
10,0,11,0,Plaques,1.0,0.0,490.07144,124.14286,489.0,122.0,492.0,127.0,14.0
11,0,12,0,Plaques,1.0,0.0,550.5,123.0,550.0,122.0,552.0,125.0,4.0
12,0,13,0,Plaques,1.0,0.0,475.1568,143.51671,437.0,126.0,498.0,154.0,389.0
13,0,14,0,Plaques,1.0,0.0,499.72223,143.88889,494.0,142.0,506.0,147.0,18.0
14,0,15,0,Plaques,1.0,0.0,431.5,155.0,430.0,155.0,434.0,156.0,4.0
15,0,16,0,Plaques,1.0,0.0,698.7679,183.74405,677.0,176.0,725.0,193.0,168.0
16,0,17,0,Plaques,1.0,0.0,714.6667,176.33333,714.0,176.0,716.0,178.0,3.0
17,0,18,0,Plaques,1.0,0.0,723.25,185.125,722.0,184.0,726.0,187.0,8.0
18,0,19,0,Plaques,1.0,0.0,750.9,202.21875,729.0,190.0,773.0,217.0,160.0
19,0,20,0,Plaques,1.0,0.0,611.4,193.4,610.0,192.0,614.0,196.0,15.0
20,0,21,0,Plaques,1.0,0.0,720.04,198.8,714.0,196.0,726.0,203.0,25.0
21,0,22,0,Plaques,1.0,0.0,761.73334,214.25,753.0,207.0,770.0,222.0,60.0
22,0,23,0,Plaques,1.0,0.0,547.0,208.5,546.0,208.0,549.0,210.0,6.0
23,0,24,0,Plaques,1.0,0.0,738.4211,211.0,734.0,208.0,744.0,215.0,19.0
24,0,25,0,Plaques,1.0,0.0,747.5,217.5,746.0,217.0,750.0,219.0,8.0
25,0,26,0,Plaques,1.0,0.0,755.53845,222.76923,754.0,221.0,759.0,225.0,13.0
26,0,27,0,Plaques,1.0,0.0,775.8889,222.33333,775.0,221.0,778.0,225.0,9.0
27,0,28,0,Plaques,1.0,0.0,772.125,224.875,771.0,224.0,774.0,227.0,8.0
28,0,29,0,Plaques,1.0,0.0,760.3333,228.66667,760.0,228.0,762.0,230.0,3.0
29,0,30,0,Plaques,1.0,0.0,775.5,230.0,775.0,229.0,777.0,232.0,4.0
30,0,31,0,Plaques,1.0,0.0,618.3333,234.66667,618.0,234.0,620.0,236.0,3.0
31,0,32,0,Plaques,1.0,0.0,805.5529,251.85883,780.0,235.0,826.0,266.0,170.0
32,0,33,0,Plaques,1.0,0.0,775.0,242.5,774.0,242.0,777.0,244.0,4.0
33,0,34,0,Plaques,1.0,0.0,780.2,246.8,779.0,246.0,782.0,249.0,5.0
34,0,35,0,Plaques,1.0,0.0,738.5,258.5,738.0,258.0,740.0,260.0,4.0
35,0,36,0,Plaques,1.0,0.0,804.875,267.125,804.0,266.0,807.0,269.0,8.0
36,0,37,0,Plaques,1.0,0.0,723.0,269.0,722.0,268.0,725.0,271.0,9.0
37,0,38,0,Plaques,1.0,0.0,841.49524,275.65714,826.0,268.0,858.0,286.0,105.0
38,0,39,0,Plaques,1.0,0.0,812.7,271.6,811.0,270.0,815.0,274.0,10.0
39,0,40,0,Plaques,1.0,0.0,818.35297,273.88235,817.0,271.0,821.0,278.0,17.0
40,0,41,0,Plaques,1.0,0.0,723.6667,275.33334,723.0,275.0,725.0,277.0,3.0
41,0,42,0,Plaques,1.0,0.0,820.2,280.5,819.0,279.0,823.0,283.0,10.0
42,0,43,0,Plaques,1.0,0.0,865.1951,294.0,860.0,290.0,872.0,299.0,41.0
43,0,44,0,Plaques,1.0,0.0,851.7,292.7,850.0,291.0,854.0,295.0,10.0
44,0,45,0,Plaques,1.0,0.0,842.0,298.83334,841.0,298.0,844.0,301.0,6.0
45,0,46,0,Plaques,1.0,0.0,851.3,299.5,848.0,298.0,856.0,302.0,20.0
46,0,47,0,Plaques,1.0,0.0,849.0833,304.41666,847.0,302.0,852.0,307.0,12.0
47,0,48,0,Plaques,1.0,0.0,886.7366,331.46774,872.0,303.0,899.0,354.0,186.0
48,0,49,0,Plaques,1.0,0.0,854.7143,310.2857,853.0,309.0,857.0,313.0,7.0
49,0,50,0,Plaques,1.0,0.0,355.26666,319.53333,353.0,317.0,358.0,322.0,15.0
50,0,51,0,Plaques,1.0,0.0,863.5,320.5,863.0,320.0,865.0,322.0,4.0
51,0,52,0,Plaques,1.0,0.0,351.33334,322.33334,351.0,322.0,353.0,324.0,3.0
52,0,53,0,Plaques,1.0,0.0,348.0,326.5,347.0,325.0,350.0,329.0,6.0
53,0,54,0,Plaques,1.0,0.0,870.6667,328.33334,870.0,328.0,872.0,330.0,3.0
54,0,55,0,Plaques,1.0,0.0,349.43323,356.50488,342.0,329.0,365.0,376.0,307.0
55,0,56,0,Plaques,1.0,0.0,876.0,335.0,875.0,334.0,878.0,337.0,7.0
56,0,57,0,Plaques,1.0,0.0,387.85715,354.42856,387.0,353.0,390.0,357.0,7.0
57,0,58,0,Plaques,1.0,0.0,898.125,360.875,897.0,360.0,900.0,363.0,8.0
58,0,59,0,Plaques,1.0,0.0,388.0,363.8,387.0,362.0,390.0,366.0,10.0
59,0,60,0,Plaques,1.0,0.0,899.7143,367.0,899.0,366.0,902.0,369.0,7.0
60,0,61,0,Plaques,1.0,0.0,23.0,490.5,22.0,490.0,25.0,492.0,4.0
61,0,62,0,Plaques,1.0,0.0,31.4,532.7,31.0,529.0,33.0,537.0,10.0
62,0,63,0,Plaques,1.0,0.0,28.0,565.0,28.0,563.0,29.0,568.0,5.0
63,0,64,0,Plaques,1.0,0.0,55.789474,565.9474,54.0,564.0,59.0,569.0,19.0
64,0,65,0,Plaques,1.0,0.0,38.073826,576.651,24.0,567.0,55.0,590.0,149.0
65,0,66,0,Plaques,1.0,0.0,26.9,573.7,26.0,572.0,29.0,577.0,10.0
66,0,67,0,Plaques,1.0,0.0,1016.6786,580.1429,1013.0,578.0,1021.0,584.0,28.0
67,0,68,0,Plaques,1.0,0.0,1008.1111,580.6667,1007.0,579.0,1010.0,583.0,9.0
68,0,69,0,Plaques,1.0,0.0,1001.2,582.4,1000.0,582.0,1003.0,584.0,5.0
69,0,70,0,Plaques,1.0,0.0,1012.67957,598.28174,1007.0,589.0,1024.0,611.0,181.0
70,0,71,0,Plaques,1.0,0.0,1016.8,611.0,1015.0,610.0,1019.0,613.0,10.0
71,0,72,0,Plaques,1.0,0.0,49.733334,619.6667,48.0,617.0,52.0,624.0,15.0
72,0,73,0,Plaques,1.0,0.0,37.153847,623.0769,36.0,619.0,39.0,629.0,13.0
73,0,74,0,Plaques,1.0,0.0,42.2,633.3,41.0,632.0,44.0,636.0,10.0
74,0,75,0,Plaques,1.0,0.0,58.714287,646.5,55.0,636.0,63.0,655.0,42.0
75,0,76,0,Plaques,1.0,0.0,49.055557,646.0278,42.0,637.0,57.0,654.0,72.0
76,0,77,0,Plaques,1.0,0.0,48.5,639.5,48.0,638.0,50.0,642.0,6.0
77,0,78,0,Plaques,1.0,0.0,80.15238,663.2286,66.0,653.0,89.0,679.0,105.0
78,0,79,0,Plaques,1.0,0.0,64.0,665.0,64.0,664.0,65.0,667.0,3.0
79,0,80,0,Plaques,1.0,0.0,64.75,669.75,64.0,669.0,66.0,672.0,4.0
80,0,81,0,Plaques,1.0,0.0,995.4,670.8,995.0,670.0,997.0,673.0,5.0
81,0,82,0,Plaques,1.0,0.0,66.0,674.0,66.0,673.0,67.0,676.0,3.0
82,0,83,0,Plaques,1.0,0.0,97.82353,674.58826,96.0,673.0,101.0,678.0,17.0
83,0,84,0,Plaques,1.0,0.0,69.61404,688.8947,67.0,676.0,74.0,699.0,57.0
84,0,85,0,Plaques,1.0,0.0,94.79032,688.5,90.0,680.0,100.0,698.0,62.0
85,0,86,0,Plaques,1.0,0.0,100.57143,681.3571,98.0,680.0,104.0,684.0,14.0
86,0,87,0,Plaques,1.0,0.0,106.333336,688.6667,105.0,687.0,109.0,691.0,12.0
87,0,88,0,Plaques,1.0,0.0,109.5,692.5,109.0,692.0,111.0,694.0,4.0
88,0,89,0,Plaques,1.0,0.0,105.666664,696.5,104.0,695.0,108.0,699.0,12.0
89,0,90,0,Plaques,1.0,0.0,107.07487,736.1979,98.0,699.0,118.0,770.0,187.0
90,0,91,0,Plaques,1.0,0.0,77.666664,700.3333,77.0,700.0,79.0,702.0,3.0
91,0,92,0,Plaques,1.0,0.0,72.2381,705.2857,71.0,702.0,75.0,711.0,21.0
92,0,93,0,Plaques,1.0,0.0,74.28571,716.5714,73.0,712.0,76.0,724.0,21.0
93,0,94,0,Plaques,1.0,0.0,87.38461,722.0615,85.0,713.0,91.0,733.0,65.0
94,0,95,0,Plaques,1.0,0.0,110.0,721.2857,109.0,720.0,112.0,723.0,7.0
95,0,96,0,Plaques,1.0,0.0,81.789856,757.1087,76.0,724.0,89.0,790.0,138.0
96,0,97,0,Plaques,1.0,0.0,109.079544,779.5795,101.0,773.0,116.0,786.0,88.0
97,0,98,0,Plaques,1.0,0.0,1233.5454,782.1212,1232.0,774.0,1237.0,792.0,33.0
98,0,99,0,Plaques,1.0,0.0,96.125,781.125,95.0,780.0,98.0,783.0,8.0
99,0,100,0,Plaques,1.0,0.0,92.30769,805.67694,89.0,790.0,98.0,823.0,65.0
100,0,101,0,Plaques,1.0,0.0,116.05556,801.3472,114.0,790.0,122.0,811.0,72.0
101,0,102,0,Plaques,1.0,0.0,105.824,809.424,103.0,796.0,113.0,828.0,125.0
102,0,103,0,Plaques,1.0,0.0,248.16667,798.8333,247.0,798.0,250.0,801.0,6.0
103,0,104,0,Plaques,1.0,0.0,97.875,807.0625,96.0,805.0,101.0,810.0,16.0
104,0,105,0,Plaques,1.0,0.0,119.42857,818.7143,119.0,817.0,121.0,821.0,7.0
105,0,106,0,Plaques,1.0,0.0,97.25,829.3333,96.0,826.0,99.0,833.0,12.0
106,0,107,0,Plaques,1.0,0.0,217.4,827.4,216.0,826.0,220.0,830.0,15.0
107,0,108,0,Plaques,1.0,0.0,119.0,831.5,118.0,830.0,121.0,834.0,8.0
108,0,109,0,Plaques,1.0,0.0,119.066666,836.4,117.0,835.0,122.0,839.0,15.0
109,0,110,0,Plaques,1.0,0.0,98.6,838.4,98.0,837.0,100.0,841.0,5.0
110,0,111,0,Plaques,1.0,0.0,111.35294,839.2353,108.0,838.0,116.0,842.0,17.0
111,0,112,0,Plaques,1.0,0.0,114.31111,850.6222,109.0,848.0,122.0,855.0,45.0
112,0,113,0,Plaques,1.0,0.0,103.333336,850.3333,103.0,850.0,105.0,852.0,3.0
113,0,114,0,Plaques,1.0,0.0,126.87466,909.05994,123.0,854.0,134.0,968.0,367.0
114,0,115,0,Plaques,1.0,0.0,101.5,858.5,101.0,857.0,103.0,861.0,8.0
115,0,116,0,Plaques,1.0,0.0,102.0,864.5,102.0,863.0,103.0,867.0,4.0
116,0,117,0,Plaques,1.0,0.0,103.36842,879.1053,102.0,875.0,106.0,884.0,19.0
117,0,118,0,Plaques,1.0,0.0,105.0,890.0,105.0,888.0,106.0,893.0,5.0
118,0,119,0,Plaques,1.0,0.0,106.85,899.65,106.0,894.0,109.0,906.0,20.0
119,0,120,0,Plaques,1.0,0.0,118.65,897.4,117.0,895.0,122.0,901.0,20.0
120,0,121,0,Plaques,1.0,0.0,109.6,911.4,109.0,910.0,111.0,914.0,5.0
121,0,122,0,Plaques,1.0,0.0,111.38461,921.0769,111.0,917.0,113.0,925.0,13.0
122,0,123,0,Plaques,1.0,0.0,1262.5,925.5,1262.0,925.0,1264.0,927.0,4.0
123,0,124,0,Plaques,1.0,0.0,1285.3334,926.3333,1285.0,926.0,1287.0,928.0,3.0
124,0,125,0,Plaques,1.0,0.0,135.0,927.7143,134.0,927.0,137.0,930.0,7.0
125,0,126,0,Plaques,1.0,0.0,1264.0938,933.15625,1262.0,929.0,1267.0,940.0,32.0
126,0,127,0,Plaques,1.0,0.0,1307.3417,1091.3739,1270.0,930.0,1353.0,1283.0,1396.0
127,0,128,0,Plaques,1.0,0.0,113.6,933.8,113.0,933.0,115.0,936.0,5.0
128,0,129,0,Plaques,1.0,0.0,1264.6666,943.6667,1264.0,941.0,1266.0,948.0,9.0
129,0,130,0,Plaques,1.0,0.0,1266.7142,955.7857,1266.0,948.0,1269.0,963.0,28.0
130,0,131,0,Plaques,1.0,0.0,116.333336,949.6667,116.0,949.0,118.0,951.0,3.0
131,0,132,0,Plaques,1.0,0.0,118.5,957.5,118.0,956.0,120.0,960.0,6.0
132,0,133,0,Plaques,1.0,0.0,120.0,966.0,120.0,965.0,121.0,968.0,3.0
133,0,134,0,Plaques,1.0,0.0,126.5,973.3571,125.0,971.0,129.0,977.0,14.0
134,0,135,0,Plaques,1.0,0.0,1268.0,979.2,1267.0,977.0,1270.0,982.0,10.0
135,0,136,0,Plaques,1.0,0.0,1250.0,1018.5,1249.0,1018.0,1252.0,1020.0,6.0
136,0,137,0,Plaques,1.0,0.0,1252.2858,1028.1428,1252.0,1026.0,1254.0,1031.0,7.0
137,0,138,0,Plaques,1.0,0.0,1292.3334,1053.3334,1292.0,1053.0,1294.0,1055.0,3.0
138,0,139,0,Plaques,1.0,0.0,1287.325,1058.725,1281.0,1054.0,1295.0,1063.0,40.0
139,0,140,0,Plaques,1.0,0.0,1277.5,1055.5,1277.0,1055.0,1279.0,1057.0,4.0
140,0,141,0,Plaques,1.0,0.0,1279.4773,1063.9773,1274.0,1061.0,1285.0,1069.0,44.0
141,0,142,0,Plaques,1.0,0.0,1289.25,1067.875,1287.0,1067.0,1292.0,1070.0,8.0
142,0,143,0,Plaques,1.0,0.0,1276.381,1099.9524,1275.0,1096.0,1279.0,1104.0,21.0
143,0,144,0,Plaques,1.0,0.0,1306.836,1142.3279,1300.0,1135.0,1311.0,1154.0,61.0
144,0,145,0,Plaques,1.0,0.0,1288.4,1137.7,1287.0,1136.0,1291.0,1140.0,10.0
145,0,146,0,Plaques,1.0,0.0,1303.5,1159.2084,1299.0,1156.0,1307.0,1163.0,24.0
146,0,147,0,Plaques,1.0,0.0,1277.5714,1164.2858,1277.0,1163.0,1279.0,1167.0,7.0
147,0,148,0,Plaques,1.0,0.0,1312.5897,1230.7693,1307.0,1225.0,1318.0,1237.0,39.0
148,0,149,0,Plaques,1.0,0.0,267.5,1302.5,267.0,1302.0,269.0,1304.0,4.0
149,0,150,0,Plaques,1.0,0.0,278.5,1307.2142,277.0,1304.0,281.0,1311.0,14.0
150,0,151,0,Plaques,1.0,0.0,285.2973,1318.973,281.0,1313.0,290.0,1327.0,37.0
151,0,152,0,Plaques,1.0,0.0,1344.5,1314.5,1344.0,1314.0,1346.0,1316.0,4.0
152,0,153,0,Plaques,1.0,0.0,278.1111,1317.8889,277.0,1315.0,280.0,1322.0,9.0
153,0,154,0,Plaques,1.0,0.0,283.94736,1329.5264,282.0,1325.0,287.0,1335.0,19.0
154,0,155,0,Plaques,1.0,0.0,297.33334,1338.6666,297.0,1338.0,299.0,1340.0,3.0
155,0,156,0,Plaques,1.0,0.0,290.92856,1344.1428,288.0,1339.0,296.0,1351.0,28.0
156,0,157,0,Plaques,1.0,0.0,301.1875,1342.6875,299.0,1340.0,304.0,1347.0,16.0
157,0,158,0,Plaques,1.0,0.0,305.5,1349.625,304.0,1347.0,308.0,1353.0,16.0
158,0,159,0,Plaques,1.0,0.0,297.33334,1352.8334,296.0,1351.0,300.0,1356.0,12.0
159,0,160,0,Plaques,1.0,0.0,311.26666,1354.3334,310.0,1352.0,314.0,1357.0,15.0
160,0,161,0,Plaques,1.0,0.0,305.34482,1359.3793,300.0,1356.0,312.0,1364.0,58.0
161,0,162,0,Plaques,1.0,0.0,330.76736,1397.6923,314.0,1361.0,355.0,1468.0,533.0
162,0,163,0,Plaques,1.0,0.0,355.33334,1468.6666,355.0,1468.0,357.0,1470.0,3.0
163,0,164,0,Plaques,1.0,0.0,364.2,1476.8,364.0,1475.0,366.0,1479.0,5.0
164,0,165,0,Plaques,1.0,0.0,367.0,1486.8,366.0,1485.0,369.0,1489.0,10.0
165,0,166,0,Plaques,1.0,0.0,719.375,1760.4375,715.0,1758.0,724.0,1763.0,32.0
166,0,167,0,Plaques,1.0,0.0,709.5,1760.5,709.0,1760.0,711.0,1762.0,4.0
167,0,168,0,Plaques,1.0,0.0,728.0,1763.5,726.0,1763.0,731.0,1765.0,8.0
168,0,169,0,Plaques,1.0,0.0,733.1429,1765.4286,731.0,1765.0,736.0,1767.0,7.0
169,0,170,0,Plaques,1.0,0.0,738.3333,1767.5555,736.0,1767.0,742.0,1769.0,9.0
170,0,171,0,Plaques,1.0,0.0,743.7143,1769.4286,742.0,1769.0,746.0,1771.0,7.0
171,0,172,0,Plaques,1.0,0.0,1214.4375,1773.0625,1209.0,1771.0,1219.0,1778.0,16.0
172,0,173,0,Plaques,1.0,0.0,750.125,1773.125,749.0,1772.0,752.0,1775.0,8.0
173,0,174,0,Plaques,1.0,0.0,873.3333,1782.6666,873.0,1782.0,875.0,1784.0,3.0
174,0,175,0,Plaques,1.0,0.0,839.6667,1783.6666,839.0,1783.0,841.0,1785.0,3.0
175,0,176,0,Plaques,1.0,0.0,1310.3334,1788.3334,1310.0,1788.0,1312.0,1790.0,3.0
